2015-06-08 18:07:03,160 CONFIG [com.gigaspaces.logger] - Log file: /Users/dxd/git/ct3/logs/2015-06-08~18.07-gigaspaces-service-10.154.152.106-77023.log
-------------------------last log tuples start--------------------------------
Position [subject=a20, id=null, cell=Cell [x=2, y=0], time=2015-06-08 18:04:41.749, clock=0]
object notification: Tile [id=null, cell=Cell [x=5, y=5], subject=brown, time=2015-06-08 18:07:21.23, clock=0]
object notification: Tile [id=null, cell=Cell [x=5, y=3], subject=blue, time=2015-06-08 18:07:21.155, clock=0]
object notification: Tile [id=null, cell=Cell [x=5, y=4], subject=blue, time=2015-06-08 18:07:21.184, clock=0]
object notification: Tile [id=null, cell=Cell [x=5, y=5], subject=brown, time=2015-06-08 18:07:21.187, clock=0]
object notification: Tile [id=null, cell=Cell [x=4, y=5], subject=brown, time=2015-06-08 18:07:21.105, clock=0]
object notification: Tile [id=null, cell=Cell [x=5, y=0], subject=brown, time=2015-06-08 18:07:21.218, clock=0]
object notification: Tile [id=null, cell=Cell [x=5, y=1], subject=white, time=2015-06-08 18:07:21.22, clock=0]
object notification: Tile [id=null, cell=Cell [x=5, y=2], subject=white, time=2015-06-08 18:07:21.223, clock=0]
object notification: Tile [id=null, cell=Cell [x=5, y=3], subject=blue, time=2015-06-08 18:07:21.225, clock=0]
object notification: Tile [id=null, cell=Cell [x=3, y=4], subject=blue, time=2015-06-08 18:07:21.237, clock=0]
org notification: Tile [id=null, cell=Cell [x=0, y=5], subject=yellow, time=2015-06-08 18:07:20.957, clock=0]
org notification: Tile [id=null, cell=Cell [x=0, y=4], subject=yellow, time=2015-06-08 18:07:20.957, clock=0]
object notification: Tile [id=null, cell=Cell [x=3, y=5], subject=yellow, time=2015-06-08 18:07:21.24, clock=0]
object notification: Tile [id=null, cell=Cell [x=5, y=4], subject=brown, time=2015-06-08 18:07:21.228, clock=0]
org notification: Tile [id=null, cell=Cell [x=1, y=2], subject=brown, time=2015-06-08 18:07:20.957, clock=0]
org notification: Goal [id=null, cell=Cell [x=2, y=4], agent=null, time=2015-06-08 18:07:21.306, clock=0]
aplprolog.Parsing.ParseException: Encountered " "(" "( "" at line 1, column 4.
Was expecting one of:
    <CHARACTER_LITERAL> ...
    <STD_IDENTIFIER> ...
    ";" ...
    "," ...
    "." ...
    "->" ...
    ":-" ...
    "|" ...
    
Error while procession organization notification
java.lang.NullPointerException
	at oopl.DistributedOOPL.handleEvent(DistributedOOPL.java:49)
	at ctMW.EnvCT.notifyOrg(EnvCT.java:711)
	at ctMW.OrgHandler.notify(OrgHandler.java:31)
	at com.j_spaces.core.client.NotifyDelegator.notify(NotifyDelegator.java:142)
	at com.gigaspaces.events.fifo.BlockedOrderedQueue$NotifyFifoTask.dequeueAndTrigger(BlockedOrderedQueue.java:319)
	at com.gigaspaces.events.fifo.BlockedOrderedQueue$NotifyFifoTask.run(BlockedOrderedQueue.java:290)
	at com.gigaspaces.internal.utils.concurrent.RunnableContextClassLoaderDecorator.run(RunnableContextClassLoaderDecorator.java:40)
	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:895)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:918)
	at java.lang.Thread.run(Thread.java:695)
org notification: Tile [id=null, cell=Cell [x=1, y=1], subject=yellow, time=2015-06-08 18:07:20.959, clock=0]
Error while procession organization notification
java.lang.NullPointerException
	at aplprolog.Parsing.ParseException.initialise(ParseException.java:110)
	at aplprolog.Parsing.ParseException.<init>(ParseException.java:34)
	at aplprolog.Parsing.IntProlog.generateParseException(IntProlog.java:1406)
	at aplprolog.Parsing.IntProlog.jj_consume_token(IntProlog.java:1285)
	at aplprolog.Parsing.IntProlog.Rule(IntProlog.java:281)
	at aplprolog.Parsing.IntProlog.parseFact(IntProlog.java:80)
	at ctMW.EnvCT.notifyOrg(EnvCT.java:711)
	at ctMW.OrgHandler.notify(OrgHandler.java:31)
	at com.j_spaces.core.client.NotifyDelegator.notify(NotifyDelegator.java:142)
	at com.gigaspaces.events.fifo.BlockedOrderedQueue$NotifyFifoTask.dequeueAndTrigger(BlockedOrderedQueue.java:319)
	at com.gigaspaces.events.fifo.BlockedOrderedQueue$NotifyFifoTask.run(BlockedOrderedQueue.java:290)
	at com.gigaspaces.internal.utils.concurrent.RunnableContextClassLoaderDecorator.run(RunnableContextClassLoaderDecorator.java:40)
	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:895)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:918)
	at java.lang.Thread.run(Thread.java:695)
org notification: Tile [id=null, cell=Cell [x=1, y=0], subject=blue, time=2015-06-08 18:07:20.959, clock=0]
org notification: Goal [id=null, cell=Cell [x=2, y=4], agent=null, time=2015-06-08 18:07:21.317, clock=0]
org notification: Tile [id=null, cell=Cell [x=1, y=3], subject=white, time=2015-06-08 18:07:20.96, clock=0]
object notification: Tile [id=null, cell=Cell [x=4, y=0], subject=yellow, time=2015-06-08 18:07:21.242, clock=0]
object notification: Tile [id=null, cell=Cell [x=4, y=1], subject=yellow, time=2015-06-08 18:07:21.244, clock=0]
object notification: Tile [id=null, cell=Cell [x=4, y=2], subject=blue, time=2015-06-08 18:07:21.246, clock=0]
object notification: Tile [id=null, cell=Cell [x=4, y=3], subject=blue, time=2015-06-08 18:07:21.248, clock=0]
object notification: Tile [id=null, cell=Cell [x=4, y=4], subject=blue, time=2015-06-08 18:07:21.25, clock=0]
object notification: Tile [id=null, cell=Cell [x=4, y=5], subject=white, time=2015-06-08 18:07:21.252, clock=0]
object notification: Tile [id=null, cell=Cell [x=5, y=0], subject=blue, time=2015-06-08 18:07:21.259, clock=0]
org notification: Tile [id=null, cell=Cell [x=0, y=5], subject=blue, time=2015-06-08 18:07:20.96, clock=0]
object notification: Tile [id=null, cell=Cell [x=5, y=1], subject=brown, time=2015-06-08 18:07:21.26, clock=0]
object notification: Tile [id=null, cell=Cell [x=5, y=2], subject=white, time=2015-06-08 18:07:21.262, clock=0]
object notification: Tile [id=null, cell=Cell [x=5, y=3], subject=blue, time=2015-06-08 18:07:21.264, clock=0]
object notification: Tile [id=null, cell=Cell [x=5, y=4], subject=yellow, time=2015-06-08 18:07:21.27, clock=0]
object notification: Tile [id=null, cell=Cell [x=5, y=5], subject=blue, time=2015-06-08 18:07:21.275, clock=0]
object notification: Tile [id=null, cell=Cell [x=5, y=5], subject=brown, time=2015-06-08 18:07:21.23, clock=0]
object notification: Tile [id=null, cell=Cell [x=3, y=4], subject=blue, time=2015-06-08 18:07:21.237, clock=0]
org notification: Goal [id=null, cell=Cell [x=2, y=4], agent=null, time=2015-06-08 18:07:21.306, clock=0]
object notification: Tile [id=null, cell=Cell [x=3, y=5], subject=yellow, time=2015-06-08 18:07:21.24, clock=0]
object notification: Tile [id=null, cell=Cell [x=4, y=0], subject=yellow, time=2015-06-08 18:07:21.242, clock=0]
object notification: Tile [id=null, cell=Cell [x=4, y=1], subject=yellow, time=2015-06-08 18:07:21.244, clock=0]
org notification: Tile [id=null, cell=Cell [x=1, y=1], subject=yellow, time=2015-06-08 18:07:20.961, clock=0]
object notification: Tile [id=null, cell=Cell [x=4, y=2], subject=blue, time=2015-06-08 18:07:21.246, clock=0]
object notification: Tile [id=null, cell=Cell [x=4, y=3], subject=blue, time=2015-06-08 18:07:21.248, clock=0]
object notification: Tile [id=null, cell=Cell [x=4, y=4], subject=blue, time=2015-06-08 18:07:21.25, clock=0]
object notification: Tile [id=null, cell=Cell [x=4, y=5], subject=white, time=2015-06-08 18:07:21.252, clock=0]
object notification: Tile [id=null, cell=Cell [x=5, y=0], subject=blue, time=2015-06-08 18:07:21.259, clock=0]
object notification: Tile [id=null, cell=Cell [x=5, y=1], subject=brown, time=2015-06-08 18:07:21.26, clock=0]
object notification: Tile [id=null, cell=Cell [x=5, y=2], subject=white, time=2015-06-08 18:07:21.262, clock=0]
object notification: Tile [id=null, cell=Cell [x=5, y=3], subject=blue, time=2015-06-08 18:07:21.264, clock=0]
object notification: Tile [id=null, cell=Cell [x=5, y=4], subject=yellow, time=2015-06-08 18:07:21.27, clock=0]
object notification: Tile [id=null, cell=Cell [x=5, y=5], subject=blue, time=2015-06-08 18:07:21.275, clock=0]
org notification: Tile [id=null, cell=Cell [x=1, y=2], subject=yellow, time=2015-06-08 18:07:20.961, clock=0]
org notification: Goal [id=null, cell=Cell [x=2, y=4], agent=null, time=2015-06-08 18:07:21.347, clock=0]
org notification: Tile [id=null, cell=Cell [x=0, y=4], subject=yellow, time=2015-06-08 18:07:20.968, clock=0]
org notification: Tile [id=null, cell=Cell [x=0, y=5], subject=white, time=2015-06-08 18:07:20.97, clock=0]
org notification: Goal [id=null, cell=Cell [x=2, y=4], agent=null, time=2015-06-08 18:07:21.474, clock=0]
org notification: Tile [id=null, cell=Cell [x=1, y=0], subject=white, time=2015-06-08 18:07:20.972, clock=0]
org notification: Tile [id=null, cell=Cell [x=1, y=4], subject=brown, time=2015-06-08 18:07:20.971, clock=0]
object notification: Position [subject=a10, id=null, cell=Cell [x=0, y=4], time=2015-06-08 18:07:21.606, clock=0]
object notification: Position [subject=a10, id=null, cell=Cell [x=2, y=1], time=2015-06-08 18:07:21.551, clock=0]
org notification: Tile [id=null, cell=Cell [x=1, y=1], subject=white, time=2015-06-08 18:07:20.978, clock=0]
org notification: Position [subject=a10, id=null, cell=Cell [x=0, y=4], time=2015-06-08 18:07:21.606, clock=0]
object notification: Position [subject=a10, id=null, cell=Cell [x=0, y=3], time=2015-06-08 18:07:21.573, clock=0]
object notification: Position [subject=a10, id=null, cell=Cell [x=4, y=3], time=2015-06-08 18:07:21.603, clock=0]
object notification: Position [subject=a10, id=null, cell=Cell [x=0, y=5], time=2015-06-08 18:07:21.548, clock=0]
org notification: Tile [id=null, cell=Cell [x=1, y=5], subject=yellow, time=2015-06-08 18:07:20.979, clock=0]
org notification: Tile [id=null, cell=Cell [x=1, y=2], subject=white, time=2015-06-08 18:07:20.982, clock=0]
org notification: Position [subject=a10, id=null, cell=Cell [x=2, y=1], time=2015-06-08 18:07:21.551, clock=0]
org notification: Position [subject=a10, id=null, cell=Cell [x=0, y=3], time=2015-06-08 18:07:21.573, clock=0]
org notification: Position [subject=a10, id=null, cell=Cell [x=4, y=3], time=2015-06-08 18:07:21.603, clock=0]
org notification: Position [subject=a10, id=null, cell=Cell [x=0, y=5], time=2015-06-08 18:07:21.548, clock=0]
org notification: Tile [id=null, cell=Cell [x=2, y=0], subject=brown, time=2015-06-08 18:07:20.982, clock=0]
org notification: Tile [id=null, cell=Cell [x=2, y=1], subject=yellow, time=2015-06-08 18:07:20.985, clock=0]
org notification: Position [subject=a20, id=null, cell=Cell [x=0, y=5], time=2015-06-08 18:07:21.695, clock=0]
org notification: Position [subject=a20, id=null, cell=Cell [x=3, y=3], time=2015-06-08 18:07:21.698, clock=0]
org notification: Tile [id=null, cell=Cell [x=1, y=3], subject=white, time=2015-06-08 18:07:20.985, clock=0]
org notification: Position [subject=a20, id=null, cell=Cell [x=2, y=5], time=2015-06-08 18:07:21.775, clock=0]
org notification: Tile [id=null, cell=Cell [x=2, y=2], subject=brown, time=2015-06-08 18:07:20.986, clock=0]
org notification: Tile [id=null, cell=Cell [x=1, y=4], subject=brown, time=2015-06-08 18:07:20.986, clock=0]
org notification: Tile [id=null, cell=Cell [x=1, y=0], subject=blue, time=2015-06-08 18:07:20.988, clock=0]
org notification: Position [subject=a20, id=null, cell=Cell [x=2, y=2], time=2015-06-08 18:07:21.808, clock=0]
object notification: Position [subject=a30, id=null, cell=Cell [x=4, y=4], time=2015-06-08 18:07:21.822, clock=0]
object notification: Position [subject=a30, id=null, cell=Cell [x=2, y=0], time=2015-06-08 18:07:21.847, clock=0]
org notification: Tile [id=null, cell=Cell [x=2, y=3], subject=brown, time=2015-06-08 18:07:20.988, clock=0]
org notification: Tile [id=null, cell=Cell [x=1, y=5], subject=brown, time=2015-06-08 18:07:20.988, clock=0]
org notification: Position [subject=a20, id=null, cell=Cell [x=4, y=2], time=2015-06-08 18:07:21.811, clock=0]
org notification: Tile [id=null, cell=Cell [x=2, y=4], subject=yellow, time=2015-06-08 18:07:20.99, clock=0]
org notification: Position [subject=a30, id=null, cell=Cell [x=4, y=4], time=2015-06-08 18:07:21.822, clock=0]
org notification: Tile [id=null, cell=Cell [x=1, y=1], subject=yellow, time=2015-06-08 18:07:20.99, clock=0]
org notification: Tile [id=null, cell=Cell [x=2, y=0], subject=white, time=2015-06-08 18:07:20.99, clock=0]
org notification: Tile [id=null, cell=Cell [x=2, y=5], subject=white, time=2015-06-08 18:07:20.992, clock=0]
org notification: Position [subject=a30, id=null, cell=Cell [x=2, y=0], time=2015-06-08 18:07:21.847, clock=0]
org notification: Tile [id=null, cell=Cell [x=2, y=1], subject=white, time=2015-06-08 18:07:20.992, clock=0]
org notification: Tile [id=null, cell=Cell [x=1, y=2], subject=white, time=2015-06-08 18:07:20.993, clock=0]
org notification: Tile [id=null, cell=Cell [x=2, y=2], subject=brown, time=2015-06-08 18:07:20.997, clock=0]
org notification: Tile [id=null, cell=Cell [x=1, y=3], subject=white, time=2015-06-08 18:07:20.999, clock=0]
org notification: Tile [id=null, cell=Cell [x=3, y=0], subject=yellow, time=2015-06-08 18:07:20.995, clock=0]
org notification: Tile [id=null, cell=Cell [x=1, y=2], subject=white, time=2015-06-08 18:07:21.0, clock=0]
org notification: Tile [id=null, cell=Cell [x=2, y=3], subject=yellow, time=2015-06-08 18:07:21.001, clock=0]
org notification: Tile [id=null, cell=Cell [x=1, y=4], subject=white, time=2015-06-08 18:07:21.001, clock=0]
org notification: Tile [id=null, cell=Cell [x=3, y=1], subject=blue, time=2015-06-08 18:07:21.002, clock=0]
org notification: Tile [id=null, cell=Cell [x=1, y=3], subject=blue, time=2015-06-08 18:07:21.005, clock=0]
org notification: Tile [id=null, cell=Cell [x=2, y=4], subject=yellow, time=2015-06-08 18:07:21.005, clock=0]
org notification: Tile [id=null, cell=Cell [x=1, y=5], subject=blue, time=2015-06-08 18:07:21.007, clock=0]
org notification: Tile [id=null, cell=Cell [x=3, y=2], subject=yellow, time=2015-06-08 18:07:21.007, clock=0]
object notification: Position [subject=a30, id=null, cell=Cell [x=3, y=5], time=2015-06-08 18:07:22.551, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=0], subject=yellow, time=2015-06-08 18:07:22.678, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=0], subject=yellow, time=2015-06-08 18:07:22.678, clock=0]
object notification: Position [subject=a30, id=null, cell=Cell [x=4, y=1], time=2015-06-08 18:07:22.554, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=1], subject=white, time=2015-06-08 18:07:22.68, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=1], subject=white, time=2015-06-08 18:07:22.68, clock=0]
object notification: Position [subject=a30, id=null, cell=Cell [x=2, y=2], time=2015-06-08 18:07:22.552, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=2], subject=white, time=2015-06-08 18:07:22.682, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=2], subject=white, time=2015-06-08 18:07:22.682, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=3], subject=brown, time=2015-06-08 18:07:22.684, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=3], subject=brown, time=2015-06-08 18:07:22.684, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=4], subject=yellow, time=2015-06-08 18:07:22.686, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=4], subject=yellow, time=2015-06-08 18:07:22.686, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=5], subject=white, time=2015-06-08 18:07:22.687, clock=0]
object notification: Tile [id=null, cell=Cell [x=1, y=0], subject=blue, time=2015-06-08 18:07:22.689, clock=0]
object notification: Tile [id=null, cell=Cell [x=0, y=5], subject=white, time=2015-06-08 18:07:22.687, clock=0]
org notification: Position [subject=a40, id=null, cell=Cell [x=3, y=3], time=2015-06-08 18:07:22.551, clock=0]
object notification: Tile [id=null, cell=Cell [x=1, y=0], subject=blue, time=2015-06-08 18:07:22.689, clock=0]
object notification: Tile [id=null, cell=Cell [x=1, y=1], subject=brown, time=2015-06-08 18:07:22.693, clock=0]
object notification: Tile [id=null, cell=Cell [x=1, y=1], subject=brown, time=2015-06-08 18:07:22.693, clock=0]
object notification: Tile [id=null, cell=Cell [x=1, y=2], subject=brown, time=2015-06-08 18:07:22.694, clock=0]
object notification: Tile [id=null, cell=Cell [x=1, y=2], subject=brown, time=2015-06-08 18:07:22.694, clock=0]
object notification: Tile [id=null, cell=Cell [x=1, y=3], subject=blue, time=2015-06-08 18:07:22.697, clock=0]
object notification: Tile [id=null, cell=Cell [x=1, y=3], subject=blue, time=2015-06-08 18:07:22.697, clock=0]
object notification: Tile [id=null, cell=Cell [x=1, y=4], subject=white, time=2015-06-08 18:07:22.701, clock=0]
object notification: Tile [id=null, cell=Cell [x=1, y=5], subject=brown, time=2015-06-08 18:07:22.703, clock=0]
object notification: Tile [id=null, cell=Cell [x=2, y=0], subject=blue, time=2015-06-08 18:07:22.705, clock=0]
object notification: Tile [id=null, cell=Cell [x=1, y=4], subject=white, time=2015-06-08 18:07:22.701, clock=0]
object notification: Tile [id=null, cell=Cell [x=2, y=1], subject=brown, time=2015-06-08 18:07:22.707, clock=0]
object notification: Tile [id=null, cell=Cell [x=1, y=5], subject=brown, time=2015-06-08 18:07:22.703, clock=0]
object notification: Tile [id=null, cell=Cell [x=2, y=0], subject=blue, time=2015-06-08 18:07:22.705, clock=0]
object notification: Tile [id=null, cell=Cell [x=2, y=1], subject=brown, time=2015-06-08 18:07:22.707, clock=0]
object notification: Tile [id=null, cell=Cell [x=2, y=2], subject=blue, time=2015-06-08 18:07:22.71, clock=0]
